
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.929608695652","25.192086956522","26.831869565217","27.527043478261","26.989913043478","24.414173913043","23.529086956522","23.490260869565","24.341391304348","24.784260869565","24.562695652174","23.726130434783"
