
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.451913043478","25.639782608696","28.501695652174","30.156826086957","29.762956521739","26.903695652174","25.375652173913","24.987956521739","25.658913043478","25.620608695652","24.436695652174","23.01547826087"
