
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"20.396391304348","21.039260869565","22.288217391304","23.09847826087","23.062695652174","21.252173913043","20.525956521739","20.381869565217","20.74","21.166869565217","21.228217391304","20.58052173913"
