
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.673782608696","26.272260869565","29.893869565217","32.347739130435","33.12047826087","29.264304347826","27.185","26.459043478261","27.110260869565","26.871565217391","24.753086956522","22.922956521739"
