
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.233173913043","24.906347826087","27.48847826087","28.955347826087","28.756869565217","25.993565217391","24.538","24.367826086957","24.96152173913","25.320434782609","24.480782608696","23.218043478261"
