
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"22.600695652174","24.679826086957","26.911434782609","28.117434782609","27.400652173913","25.035086956522","24.295956521739","24.234130434783","24.811913043478","24.492739130435","23.417304347826","22.198347826087"
