
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.420086956522","24.923608695652","27.076869565217","28.199608695652","27.793913043478","25.254173913043","24.02152173913","23.876956521739","24.559565217391","24.785","24.241173913043","23.109304347826"
