
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.731782608696","26.322652173913","29.629913043478","31.663695652174","31.480739130435","28.433260869565","26.743","26.223826086957","26.800869565217","26.386565217391","24.781391304348","23.146565217391"
