
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"22.442","24.486391304348","26.795260869565","27.965391304348","27.130347826087","24.53952173913","23.564043478261","23.418304347826","24.247391304348","24.183608695652","23.176869565217","21.875956521739"
