
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"22.371217391304","24.503391304348","27.119739130435","28.701434782609","28.306434782609","25.828173913043","24.947913043478","24.678565217391","24.953608695652","24.567695652174","23.292739130435","21.852043478261"
