
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"22.858608695652","24.826565217391","27.183652173913","28.34552173913","27.606043478261","25.00747826087","23.808739130435","23.602782608696","24.459217391304","24.407","23.514608695652","22.308173913043"
