
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.071695652174","25.043913043478","28.067913043478","29.796652173913","29.497695652174","26.477434782609","24.732391304348","24.514391304348","25.234304347826","25.580434782609","24.324652173913","22.826086956522"
