
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.797782608696","25.943173913043","29.226043478261","31.199043478261","31.149347826087","27.945913043478","26.170130434783","25.856695652174","26.474391304348","26.577086956522","24.949217391304","23.250869565217"
