
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"24.004043478261","26.589652173913","30.084739130435","32.306826086957","32.537391304348","29.072391304348","27.191782608696","26.638217391304","27.246217391304","26.952217391304","25.059913043478","23.327"
