
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"24.968652173913","26.06","27.664086956522","28.576260869565","28.207913043478","25.796304347826","24.853565217391","24.74252173913","25.412869565217","25.884608695652","25.701173913043","24.847391304348"
