
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"22.620130434783","24.383739130435","26.23352173913","27.050043478261","26.262173913043","23.794565217391","23.012260869565","22.980652173913","23.903652173913","23.956434782609","23.301391304348","22.304652173913"
