
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"24.433565217391","25.625956521739","27.137956521739","27.709608695652","27.264869565217","24.811043478261","23.985347826087","24.000260869565","24.903173913043","25.198260869565","24.987347826087","24.296086956522"
