
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"24.166173913043","25.072826086957","26.505043478261","27.19547826087","26.810347826087","24.726565217391","23.97047826087","23.915173913043","24.566347826087","24.921739130435","24.801565217391","24.068869565217"
