
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"23.683391304348","24.907217391304","26.931391304348","28.122565217391","28.057304347826","25.636217391304","24.418347826087","24.313956521739","24.818086956522","25.182173913043","24.825913043478","23.79"
